Unnamed: 0,RequestID,StartDate,EndDate,AgencyName,CategoryDescription,SelectionMethodDescription,ContractAmount
4026,20140815011,08/22/2014,08/22/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,509455.2
4027,20040121015,01/28/2004,01/28/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,269269.05
4028,20090629034,07/07/2009,07/07/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,212.45
4029,20041013006,10/20/2004,10/20/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,50440.0
4030,20090713008,07/20/2009,07/20/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,147600.0
4033,20030219020,02/26/2003,02/26/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,34468.89
4034,20041215006,12/22/2004,12/22/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,153750.0
4035,20040414008,04/21/2004,04/21/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,26032.5
4036,20050722002,07/29/2005,07/29/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,1030729.23
4037,20061004005,10/12/2006,10/12/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,120557.61
4038,20070718016,07/25/2007,07/25/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,150552.0
4039,20070618012,06/25/2007,06/25/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,12028.0
4040,20031118014,11/25/2003,11/25/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,96060.0
4041,20050228005,03/07/2005,03/07/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,1133776.42
4042,20041203028,12/10/2004,12/10/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,92955.48
4043,20050511003,05/18/2005,05/18/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,220627.44
4045,20030522008,05/30/2003,05/30/2003,Citywide Administrative Services,Goods,Other,150495.6
4046,20060426020,05/03/2006,05/03/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,4835380.0
4048,20030403004,04/10/2003,04/10/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,3475830.0
4049,20060518002,05/25/2006,05/25/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,138467.54
4052,20040708019,07/15/2004,07/15/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,29400.0
4053,20030328013,04/04/2003,04/04/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,51650.0
4054,20070803011,08/10/2007,08/10/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,200000.0
4056,20030718008,07/25/2003,07/25/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,3651200.0
4057,20030910019,09/17/2003,09/17/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,1781594.64
4058,20110624008,06/30/2011,06/30/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,128579.1
4059,20030711025,07/18/2003,07/18/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,48159.75
4060,20070613006,06/20/2007,06/20/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,1715825.0
4061,20150319016,03/26/2015,03/26/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,208360.0
4062,20090717032,07/24/2009,07/24/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,1328506.5
4064,20110308008,03/15/2011,03/15/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,450513.42
4067,20030402012,04/09/2003,04/09/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,291338.45
4068,20060705021,07/12/2006,07/12/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,32544.0
4069,20040609009,06/16/2004,06/16/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,115722.06
4070,20030114001,01/22/2003,01/22/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,53229.6
4071,20030924007,10/01/2003,10/01/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,76646.0
4072,20070206002,02/14/2007,02/14/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,220000.0
4073,20040318007,03/25/2004,03/25/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,251413.95
4074,20060620002,06/27/2006,06/27/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,158700.0
4075,20170928014,10/05/2017,10/05/2017,Citywide Administrative Services,Goods,Renewal,999605.5
4076,20090420014,04/28/2009,04/28/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,102087.75
4077,20061227029,01/04/2007,01/04/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,40500.0
4078,20040618018,06/25/2004,06/25/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,161458.37
4079,20060306011,03/13/2006,03/13/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,235600.0
4080,20040608010,06/15/2004,06/15/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,218979.0
4082,20050920007,09/26/2005,09/26/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,135351.0
4083,20061106005,11/15/2006,11/15/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,150000.0
4084,20120418005,04/25/2012,04/25/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,264600.0
4087,20110516021,05/23/2011,05/23/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,294183.0
4088,20061018010,10/25/2006,10/25/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,1485000.0
4089,20070402027,04/09/2007,04/09/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,126101.25
4092,20050218015,02/28/2005,02/28/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,879091.2
4093,20030626039,07/03/2003,07/03/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,80280.0
4094,20061127017,12/04/2006,12/04/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,103988.48
4095,20050919005,09/26/2005,09/26/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,1351497.68
4096,20030711028,07/18/2003,07/18/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,1466013.32
4097,20060808019,08/15/2006,08/15/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,100000.0
4098,20030212026,02/20/2003,02/20/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,374490.0
4099,20111219012,12/27/2011,12/27/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,7236434.0
4100,20030714023,07/21/2003,07/21/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,93287.2
4101,20040524018,06/01/2004,06/01/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,114140.0
4102,20030305010,03/12/2003,03/12/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,43255.97
4103,20041215015,12/22/2004,12/22/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,4774820.0
4104,20190510014,05/17/2019,05/17/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,2276543.0
4105,20030610018,06/17/2003,06/17/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,88560.0
4107,20071121009,11/29/2007,11/29/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,256550.24
4108,20190520021,05/28/2019,05/28/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,1281040.0
4109,20040809018,08/16/2004,08/16/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,63989.43
4110,20040510011,05/17/2004,05/17/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,6912395.0
4112,20060928001,10/05/2006,10/05/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,216322.5
4113,20180620026,06/27/2018,06/27/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,152550.0
4114,20180102004,01/09/2018,01/09/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,475176.0
4116,20040430005,05/07/2004,05/07/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,171750.0
4119,20050523009,05/31/2005,05/31/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,160057.1
4120,20040921009,09/28/2004,09/28/2004,Citywide Administrative Services,Goods,Other,149699.0
4121,20050113012,01/21/2005,01/21/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,17322.15
4122,20040331019,04/07/2004,04/07/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,287559.0
4124,20070607033,06/14/2007,06/14/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,4998000.0
4125,20111114010,11/21/2011,11/21/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,375681.0
4126,20180920012,09/27/2018,09/27/2018,Citywide Administrative Services,Goods,Intergovernmental Purchase,892553.26
4127,20040708026,07/15/2004,07/15/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,67996.2
4128,20060112036,01/20/2006,01/20/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,39934.56
4129,20040616021,06/23/2004,06/23/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,130942.5
4130,20030513003,05/20/2003,05/20/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,59625.0
4131,20190624029,07/01/2019,07/01/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,1494815.2
4133,20050601023,06/08/2005,06/08/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,248368.66
4134,20060919007,09/26/2006,09/26/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,131159.58
4136,20060420011,04/27/2006,04/27/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,6411447.5
4137,20050315030,03/22/2005,03/22/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,99179.0
4138,20100812004,08/19/2010,08/19/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,187140.0
4139,20050314007,03/21/2005,03/21/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,59060.2
4140,20070215020,02/23/2007,02/23/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,479080.18
4141,20070626015,07/03/2007,07/03/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,295385.77
4142,20070427020,05/04/2007,05/04/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,14636.0
4144,20061120004,11/28/2006,11/28/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,612750.0
4145,20040120011,01/27/2004,01/27/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,47720.34
4147,20050706002,07/13/2005,07/13/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,513245.1
4148,20050714010,07/21/2005,07/21/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,82324.1
4149,20180508039,05/15/2018,05/15/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,353994.5
4150,20060207009,02/14/2006,02/14/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,324360.0
4152,20041217009,12/27/2004,12/27/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,627840.0
4153,20131008021,10/16/2013,10/16/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,357760.0
4156,20030715003,07/22/2003,07/22/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,290314.21
4158,20050722015,07/29/2005,07/29/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,127429.47
4159,20060608007,06/15/2006,06/15/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,315288.0
4160,20030306009,03/13/2003,03/13/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,27024000.0
4161,20060706017,07/13/2006,07/13/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,187440.0
4162,20060630005,07/10/2006,07/10/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,185562.0
4164,20060329014,04/05/2006,04/05/2006,Citywide Administrative Services,Goods,Intergovernmental Purchase,1217793.6
4165,20070215012,02/23/2007,02/23/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,39230.0
4166,20041116007,11/23/2004,11/23/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,376628.0
4167,20040322019,03/29/2004,03/29/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,361080.0
4168,20041223014,01/03/2005,01/03/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,94470.0
4171,20190528028,06/04/2019,06/04/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,13930.0
4172,20151208007,12/15/2015,12/15/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,2563215.0
4173,20040617002,06/24/2004,06/24/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,553150.0
4175,20031209002,12/16/2003,12/16/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,100340.0
4176,20070130010,02/06/2007,02/06/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,25209.5
4177,20030114006,01/22/2003,01/22/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,28002.75
4178,20051222002,12/30/2005,12/30/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,190194.0
4180,20050707012,07/14/2005,07/14/2005,Citywide Administrative Services,Goods,Competitive Sealed Bids,31555.0
4181,20040601015,06/08/2004,06/08/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,298194.0
4183,20030320001,03/27/2003,03/27/2003,Citywide Administrative Services,Goods,Competitive Sealed Bids,352796.4
4184,20030305005,03/12/2003,03/12/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,101395.0
4185,20041014015,10/21/2004,10/21/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,122590.0
4186,20090806013,08/13/2009,08/13/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,143691.93
4188,20050718004,07/25/2005,07/25/2005,Citywide Administrative Services,Goods,Intergovernmental Purchase,608359.14
4190,20060317009,03/24/2006,03/24/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,486987.0
4191,20060120009,01/27/2006,01/27/2006,Citywide Administrative Services,Goods,Competitive Sealed Bids,768560.0
4192,20040317011,03/24/2004,03/24/2004,Citywide Administrative Services,Goods,Intergovernmental Purchase,29706.19
4195,20150319009,03/30/2015,03/30/2015,Citywide Administrative Services,Goods,Intergovernmental Purchase,1390717.0
4196,20100602003,06/09/2010,06/09/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,7106198.5
4197,20180419014,04/26/2018,04/26/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,1702924.17
4199,20121113016,11/21/2012,11/21/2012,Citywide Administrative Services,Goods,Intergovernmental Purchase,270270.5
4200,20180605027,06/12/2018,06/12/2018,Citywide Administrative Services,Goods,Renewal,1679220.0
4201,20041029004,11/08/2004,11/08/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,824200.0
4202,20100519022,05/26/2010,05/26/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,265680.0
4203,20120103014,01/10/2012,01/10/2012,Citywide Administrative Services,Goods,Intergovernmental Purchase,2328608.16
4204,20030522006,05/30/2003,05/30/2003,Citywide Administrative Services,Goods,Intergovernmental Purchase,52248.35
4205,20041028044,11/05/2004,11/05/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,150750.57
4206,20040311002,03/18/2004,03/18/2004,Citywide Administrative Services,Goods,Competitive Sealed Bids,4174200.0
